Genome	Architecture
hs	52080,_gap_
hs	48371,_gap_
hs	52490,55307
hs	57535,53300,50494
hs	47473
hs	_gap_,47473
hs	_gap_,52540,52540
hs	69500
hs	54452,48726
hs	55021
hs	48726,48726,48726
hs	57302,_gap_,56112
hs	_gap_,49299
hs	57850,57845,_gap_
hs	50615,52540,47917
hs	48557
hs	_gap_,46689
hs	48726,48726,48726,_gap_
hs	50729
hs	57302,_gap_,56112
hs	47473
hs	52266,_gap_
hs	48726,_gap_
hs	_gap_,48065,50729,50729,_gap_
hs	55753
hs	_gap_,55785
hs	_gap_,103575
hs	56784
hs	57783,47954
hs	_gap_,47473
hs	54928,_gap_
hs	56112
hs	47473
hs	_gap_,48350
hs	47473
hs	103473
hs	55961
hs	57302,56112
hs	57535,53300,50494
hs	52833
hs	_gap_,55073,_gap_,55073
hs	_gap_,46785,_gap_
hs	54928,57756,_gap_
hs	55874
hs	_gap_,48652
hs	_gap_,143113
hs	56112
hs	51735,48179
hs	48256
hs	_gap_,57903
hs	_gap_,48350
hs	143113
hs	48726,48726
hs	109640,_gap_,57667,57667,_gap_,57667,57667,_gap_
hs	53187
hs	143113
hs	53784
hs	46785
hs	_gap_,48652,_gap_
hs	_gap_,47413
hs	48403,_gap_
hs	_gap_,81321,_gap_
hs	56655
hs	53784
hs	_gap_,46565
hs	49562,_gap_,57889,_gap_,49562,_gap_,49562
hs	54452,48726,_gap_
hs	54171,_gap_
hs	48726,48726,48726
hs	46689,_gap_
hs	_gap_,50677,52374,_gap_,47323,_gap_
hs	_gap_,54928,_gap_
hs	143791,_gap_
hs	52540
hs	56655
hs	51971,54373
hs	48403,_gap_
hs	48403
hs	52821
hs	54452,48726,_gap_
hs	_gap_,55120
hs	_gap_,57889
hs	49899,_gap_
hs	48726,_gap_
hs	141000
hs	57716,57716
hs	53335
hs	_gap_,54171,_gap_,57903,47370
hs	48371
hs	82171
hs	_gap_,50729
hs	48350
hs	56436
hs	47954,_gap_
hs	_gap_,46689
hs	57667,_gap_,57667,57667,_gap_
hs	48726,48726
hs	50494
hs	103657,50729,_gap_,50729,_gap_
hs	57667,_gap_
hs	_gap_,47454,57959
hs	_gap_,51045,_gap_
hs	49265
hs	_gap_,52799
hs	46689
hs	53784
hs	56655
hs	47473
hs	55961
hs	56784,56112,_gap_
hs	54452,48726,_gap_
hs	_gap_,47473
hs	46785
hs	_gap_,109640,_gap_,57667,57667,57667,57667
hs	_gap_,141255
hs	81301,81631
hs	47090,55486,50923,_gap_
hs	50370,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,_gap_
hs	_gap_,57535,57535,53822
hs	54631
hs	47090,55486
hs	_gap_,46689
hs	57850,57845,_gap_,49899
hs	_gap_,48452,_gap_
hs	46565,_gap_,68906,_gap_
hs	52080,_gap_
hs	57845,_gap_,49899
hs	56112
hs	_gap_,48726,48726,48726,48726,48726,48726,49265,_gap_,49265,_gap_
hs	50729
hs	54495
hs	_gap_,47370,_gap_,47370,_gap_
hs	52540
hs	57850,57845,_gap_
hs	57889,52799,49562,_gap_,55550,50729
hs	54452,48726
hs	53774
hs	_gap_,64593,64593,_gap_
hs	57302
hs	56784
hs	117289
hs	47473,47473
hs	52540
hs	69500
hs	56300
hs	52540
hs	54452,48726,_gap_
hs	49899,_gap_
hs	46689,_gap_
hs	54791,54791
hs	46579
hs	52540
hs	_gap_,57903
hs	49899,57603
hs	56300
hs	48726
hs	48726,_gap_
hs	64356
hs	51971
hs	51069
hs	48726,_gap_,48726,48726,48726,48726,49265,_gap_,48726,49265,48726
hs	81321
hs	_gap_,48239
hs	_gap_,56300
hs	50182,_gap_
hs	51735
hs	53300,50494
hs	_gap_,50677,52374,_gap_,47323,_gap_
hs	81338
hs	_gap_,57716,48508
hs	47473
hs	_gap_,47413
hs	_gap_,48652
hs	55550,158235
hs	57667,_gap_,57667,_gap_
hs	56281
hs	_gap_,57716,_gap_,48508
hs	_gap_,50677,52374,_gap_,47323,_gap_
hs	57302,_gap_
hs	47769,47769
hs	52768
hs	54928
hs	81321
hs	_gap_,143113
hs	81321
hs	109640
hs	_gap_,64593,64593
hs	_gap_,57567,_gap_,57567,_gap_,57567,_gap_,110221,_gap_,57567,_gap_
hs	_gap_,55785
hs	81321
hs	81321
hs	_gap_,52540,_gap_,50998,50998
hs	54452,48726,_gap_
hs	57845,_gap_,49899
hs	48619
hs	52540
hs	49562,_gap_,57889,_gap_,49562,_gap_,49562
hs	53067,53067
hs	50729,_gap_
hs	53187,49464
hs	54452,48726,_gap_
hs	_gap_,50494
hs	_gap_,54928,54928,_gap_
hs	50044
hs	54768
hs	81321
hs	_gap_,52540
hs	_gap_,47769,_gap_,47769,47769,_gap_
hs	56112
hs	103473
hs	_gap_,64593,_gap_,64593
hs	_gap_,54928,_gap_
hs	48726,48726
hs	_gap_,57196,57196,57196,50242
hs	57302,_gap_,56112
hs	_gap_,144284,_gap_
hs	48726,48726,48726,_gap_
hs	49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,_gap_,52799
hs	57850,49599,160088
hs	_gap_,57903
hs	103506
hs	160369,_gap_
hs	47769,47769,50729,_gap_
hs	52540
hs	_gap_,81333
hs	_gap_,47113,_gap_,47113,_gap_,48403,_gap_,54695
hs	81301,81631
hs	_gap_,48452
hs	_gap_,54001
hs	50729
hs	47323
hs	48403
hs	103506
hs	48256
hs	69318
hs	50729
hs	50729,_gap_
hs	48652,_gap_
hs	49785,_gap_,56112
hs	_gap_,48726,_gap_,48726,48726,48726,48726,49265,_gap_,48726,49265,48726
hs	_gap_,47686,_gap_,48239,_gap_,49410,50242
hs	_gap_,47413,_gap_,47413,_gap_,47413,46689,_gap_
hs	_gap_,49299,_gap_
hs	_gap_,74650,51445,51011,_gap_,74650,51445,51011,_gap_
hs	_gap_,58038
hs	49899
hs	53720
hs	55920
hs	_gap_,56104
hs	_gap_,54791,54791,_gap_,54791
hs	47370
hs	54452,48726,_gap_
hs	_gap_,64593,64593,46579,64593,_gap_
hs	48726
hs	52540
hs	_gap_,48371,_gap_,48371,_gap_
hs	_gap_,46785
hs	54534
hs	46785
hs	54928,54928,_gap_
hs	82895,_gap_,82895,82895,82895,82895,82895,_gap_,82895,82895,_gap_
hs	52540
hs	_gap_,57492,74650,51445
hs	57850,57845,_gap_,49899
hs	54631,54631
hs	57302
hs	48256
hs	_gap_,64593,64593,_gap_,64593,_gap_
hs	53448
hs	53187,49464
hs	_gap_,57535,57535,53300,50494
hs	103473
hs	47473
hs	53720
hs	57863,48403,_gap_
hs	49785,_gap_,56112
hs	_gap_,50677,52374,_gap_,47323,_gap_
hs	48371,101447,_gap_
hs	52540
hs	_gap_,47113
hs	101288,50156
hs	81995
hs	109640,57667,57667,_gap_,57667,57667,_gap_
hs	54648
hs	109640,_gap_,57667,57667,_gap_,57667,57667,_gap_
hs	_gap_,53474
hs	57850,57845
hs	_gap_,57903
hs	52058,57184
hs	51735
hs	103657
hs	49265,_gap_,49265
hs	56300
hs	48726,48726,_gap_
hs	50978,_gap_
hs	53328
hs	50729
hs	46579
hs	53335
hs	_gap_,48557
hs	54236,_gap_,101447
hs	_gap_,52540,_gap_,50998,50978,_gap_
hs	_gap_,53474
hs	160696,_gap_
hs	103473
hs	_gap_,47454,57959,_gap_
hs	49854,57424,49854,57424,_gap_,57424,_gap_
hs	56112
hs	82671,49854
hs	53067
hs	_gap_,64593,64593,46579,64593,_gap_
hs	81324,_gap_
hs	_gap_,50615,52540
hs	49562,_gap_,57889,_gap_,49562,_gap_,49562
hs	_gap_,49562,49562
hs	81321,_gap_
hs	81321
hs	50494
hs	57302
hs	_gap_,47686,_gap_,48239,_gap_,49410,50242
hs	143791,_gap_
hs	47113,_gap_
hs	_gap_,48452,48452
hs	54452,48726,_gap_
hs	55920
hs	48726,48726
hs	52540
hs	55021
hs	81321
hs	109715
hs	57535,53300,50494
hs	56300
hs	54452,48726,_gap_
hs	53067
hs	46689,_gap_
hs	_gap_,52058
hs	_gap_,58038
hs	52540
hs	_gap_,48726,_gap_,48726,48726,48726,48726,49265,_gap_,48726,49265,48726
hs	55920
hs	_gap_,56784
hs	_gap_,48726,_gap_
hs	54452,48726,_gap_
hs	54791,54791,_gap_,54791
hs	54631,54631
hs	_gap_,52058
hs	_gap_,48557
hs	48452
hs	68906,_gap_
hs	54236,48366
hs	49265,49265,56496
hs	109640,57667,57667,_gap_,57667,57667,_gap_
hs	_gap_,55120,_gap_
hs	57302,_gap_
hs	48371
hs	52374
hs	_gap_,54928,_gap_
hs	53335
hs	50911
hs	56112
hs	57845,_gap_,49899
hs	_gap_,48652,_gap_
hs	48726,48726
hs	46785
hs	_gap_,47370,_gap_,47370,_gap_
hs	103506
hs	81321
hs	46689,_gap_
hs	56801
hs	50182
hs	_gap_,54928,_gap_
hs	54452,48726
hs	_gap_,50677,52374,_gap_,47323,_gap_
hs	_gap_,46579,_gap_,50978
hs	54768,54768
hs	49879
hs	56112
hs	54452,48726
hs	_gap_,54928,54928
hs	52540
hs	_gap_,143113
hs	50729
hs	47473
hs	103473
hs	50729
hs	63737,55486
hs	_gap_,48726,_gap_
hs	_gap_,49265,49265,49265,_gap_,49265,49265,49265,_gap_,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,56496
hs	57850,57845,_gap_,49899
hs	47769,47769,_gap_,50729,_gap_
hs	_gap_,49265,49265,49265,_gap_,49265,49265,49265,_gap_,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,56496
hs	101912,103575
hs	52540
hs	_gap_,53474
hs	49879
hs	_gap_,53448,50370
hs	46785
hs	48726
hs	90209
hs	49899,_gap_
hs	_gap_,47769,47769,47769,_gap_
hs	_gap_,57850,_gap_
hs	54928
hs	_gap_,57667,_gap_,57667,_gap_,140996,_gap_,53098,_gap_
hs	_gap_,64593,64593,_gap_
hs	49879
hs	57302,_gap_,56112
hs	_gap_,52058
hs	_gap_,56112
hs	_gap_,50729,_gap_,144000
hs	52080
hs	52540
hs	_gap_,48726,_gap_,48726,48726,48726,48726,49265,_gap_,48726,49265,48726
hs	55550
hs	54648
hs	54534
hs	47616,52374
hs	50978,_gap_
hs	_gap_,52540
hs	53474
hs	49899,57603,_gap_,57196,57184,57196,_gap_,57603,_gap_
hs	109640,_gap_,57667,57667,57667,57667,57667,57667,57667,57667
hs	48652,_gap_
hs	_gap_,54171,_gap_,57903,47370
hs	46579
hs	54236,_gap_,101447
hs	46934,_gap_
hs	48256
hs	53474
hs	109640,_gap_
hs	117281
hs	46689,_gap_
hs	81321
hs	54452,48726,_gap_
hs	46785,_gap_
hs	55961
hs	_gap_,47413
hs	54452,48726,_gap_
hs	53474
hs	_gap_,57424,49854,57424,_gap_,57424,_gap_
hs	55797
hs	48726,48726,48726,48726
hs	48256
hs	117289
hs	54452,48726,_gap_
hs	_gap_,47769,_gap_
hs	54768
hs	56112
hs	53784
hs	47769,47769,50729,_gap_
hs	81301
hs	_gap_,50677,52374,_gap_,47323,_gap_
hs	54452,48726,_gap_
hs	_gap_,48726,48726,48726,48726,48726,48726
hs	64356
hs	81324
hs	81321
hs	51735
hs	46689,_gap_
hs	53784
hs	_gap_,50978
hs	48726,48726,48726,48726
hs	144284,_gap_
hs	48726
hs	_gap_,47592
hs	55811
hs	47576,_gap_
hs	_gap_,56104
hs	160369,_gap_
hs	_gap_,52540
hs	52799
hs	50978
hs	_gap_,49879
hs	50370,_gap_,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,_gap_,52799
hs	55021,56534
hs	_gap_,48403,_gap_
hs	49879
hs	54171,_gap_
hs	103473
hs	_gap_,51045,51045,_gap_,81698,81698,81698,81698,_gap_,81698,_gap_
hs	52540
hs	50044
hs	54452,48726,_gap_
hs	53187
hs	54791
hs	_gap_,81324,_gap_,81324,_gap_
hs	54452,48726
hs	50978
hs	48652,_gap_
hs	51971
hs	56112
hs	109640,_gap_,57667
hs	57903
hs	47473
hs	48726,48726
hs	52540
hs	57196
hs	_gap_,48452,48452
hs	49785,_gap_,56112
hs	54928,54928
hs	46689,_gap_
hs	_gap_,50978,50978,50998,69322
hs	117289
hs	143113
hs	52540
hs	48726
hs	_gap_,54791,_gap_
hs	47986,52540,_gap_,50978,50998
hs	47986,52540,_gap_,50978,50978
hs	48256
hs	143113,_gap_
hs	_gap_,48726,_gap_
hs	_gap_,55920,46785
hs	_gap_,48256
hs	48726,_gap_,48726,48726,48726,48726,49265,_gap_,48726,49265,48726
hs	53784,53784
hs	56747
hs	_gap_,47923,47923,_gap_
hs	57850,49599
hs	57850,57845,_gap_,49899
hs	54236
hs	117289
hs	47986
hs	48452
hs	54171
hs	47769,47769,_gap_,50729,_gap_
hs	47769,47769,50729,_gap_
hs	52490
hs	144284,_gap_
hs	81321
hs	_gap_,64593,64593,_gap_,64593,_gap_
hs	_gap_,55753,55753
hs	160369
hs	_gap_,57850
hs	46934,_gap_
hs	_gap_,54928
hs	49879
hs	48726,_gap_
hs	64356
hs	_gap_,46785,46785,_gap_
hs	55797,_gap_
hs	47113
hs	54631
hs	81271
hs	53784
hs	_gap_,47413
hs	54452,48726,_gap_
hs	81321
hs	57667,_gap_
hs	_gap_,52058
hs	_gap_,47686,_gap_,48239,_gap_,49410,50242
hs	48726,48726,48726,48726
hs	53335
hs	48726,48726,_gap_
hs	56112
hs	54631
hs	90209
hs	_gap_,48452
hs	_gap_,46689,_gap_
hs	_gap_,57903,_gap_,49562,49562
hs	56784
hs	_gap_,54695,_gap_,81324,_gap_
hs	_gap_,52540
hs	50044,52540,_gap_
hs	57845,_gap_,49899
hs	161070
hs	90209
hs	52540
hs	53784
hs	54695,_gap_
hs	57783,47954,47954,_gap_
hs	49265,49265,56496
hs	57850
hs	50978
hs	52540
hs	46785,_gap_
hs	_gap_,55486,82895,_gap_,82895,_gap_,82895,82895,82895,82895,82895,_gap_,82895,82895,_gap_
hs	81301,81631
hs	50370,_gap_,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265
hs	50729
hs	109640,_gap_,57667,57667,_gap_,57667,57667,_gap_
hs	54495
hs	53067,53067
hs	_gap_,57716,57716,_gap_
hs	81321
hs	54452,48726
hs	_gap_,54928,_gap_
hs	_gap_,56112,48371
hs	_gap_,52540
hs	81321
hs	54001
hs	47459,55785,_gap_,55785,_gap_
hs	49785,_gap_,56112
hs	47323
hs	57850,57845,_gap_
hs	_gap_,46785,_gap_
hs	56784
hs	81301
hs	_gap_,47413,46689
hs	_gap_,57501
hs	53474
hs	143791,54236
hs	141000
hs	64484
hs	_gap_,54928
hs	48350
hs	57603,57603,57196,57196
hs	56112
hs	48256
hs	_gap_,81324,_gap_,81324
hs	_gap_,57667,57667,_gap_,57667
hs	48350
hs	51045,_gap_
hs	47986
hs	54452,48726,_gap_
hs	52540
hs	_gap_,53474
hs	_gap_,56300
hs	64356
hs	53067
hs	47986,52540,_gap_,50978,50978
hs	_gap_,55785
hs	_gap_,53474
hs	68906
hs	47473
hs	52540,57774,_gap_
hs	46934,_gap_
hs	49785,_gap_,56112
hs	57850,57845,_gap_,49899
hs	_gap_,57716,57716,_gap_
hs	57667,_gap_,57667
hs	50156,_gap_
hs	52540
hs	_gap_,46785,51206,_gap_,54236,48366
hs	52058,57184,52058,57184,_gap_,56112
hs	57850,57845,_gap_,49899
hs	48726
hs	_gap_,54928,_gap_
hs	55811
hs	_gap_,57716,48508
hs	57889
hs	53067,53067
hs	49562,49562,_gap_,48350,50729,_gap_
hs	_gap_,47769,47769,50729,_gap_
hs	57903,_gap_
hs	54452,48726,_gap_
hs	53187,49464
hs	57302,_gap_
hs	_gap_,109604,_gap_
hs	46934
hs	48726
hs	117289
hs	_gap_,57535,57535,53822
hs	_gap_,52768,_gap_
hs	90209
hs	52540
hs	48726,48726
hs	55920,_gap_
hs	47473
hs	57667,_gap_,57667
hs	50104
hs	57850,57845,_gap_,49899
hs	_gap_,46934,54713
hs	53448
hs	48726,48726,48726,_gap_
hs	_gap_,46785
hs	_gap_,48403
hs	57667,57667
hs	_gap_,53720
hs	46689,_gap_
hs	48726
hs	57850,_gap_
hs	_gap_,57535,57535,53300,50494
hs	50978,_gap_
hs	46579
hs	54648
hs	52540,_gap_
hs	55550
hs	_gap_,55920,46785
hs	_gap_,54928,54928,_gap_
hs	_gap_,46785,51206,_gap_,54236,48366
hs	55811
hs	_gap_,47592,_gap_
hs	109640,57667,57667,_gap_,57667,57667,_gap_
hs	49899
hs	52058
hs	160369
hs	52490
hs	_gap_,48726,48726,48726,48726,48726,48726
hs	_gap_,57535,57535,53822
hs	63999
hs	48225,_gap_
hs	_gap_,57716,_gap_,48508
hs	143113
hs	48256
hs	53067,53067
hs	57850,_gap_,54001
hs	54791,_gap_,54791,_gap_
hs	_gap_,64593,_gap_
hs	55753
hs	47986
hs	144284
hs	_gap_,56112,_gap_
hs	52266,_gap_
hs	46785,_gap_
hs	_gap_,57850,_gap_
hs	49899,_gap_
hs	_gap_,57716,57716,_gap_
hs	103506
hs	49899,_gap_
hs	50978
hs	47954,_gap_
hs	52490
hs	56112,_gap_
hs	48726,_gap_
hs	54631
hs	56655
hs	103473
hs	48371
hs	_gap_,47769,47769,_gap_,50729,_gap_
hs	57302
hs	55753,55753,_gap_
hs	_gap_,49417,_gap_
hs	_gap_,46785
hs	48403
hs	_gap_,57903,47370
hs	54791,54791,_gap_,54791
hs	_gap_,57535,57535,53822
hs	_gap_,143113
hs	_gap_,64593
hs	57845,_gap_,49899
hs	144284,_gap_
hs	81321
hs	_gap_,46689,46689
hs	_gap_,57716,57716,_gap_
hs	54928,57756,_gap_
hs	46579
hs	53335
hs	81321
hs	81301,81631
hs	46579,_gap_,50978
hs	_gap_,46689,_gap_
hs	49785,_gap_,56112
hs	_gap_,81333
hs	_gap_,46785
hs	_gap_,109640
hs	81321
hs	55550,158235
hs	_gap_,57903
hs	47954
hs	_gap_,109715,52799,_gap_
hs	47986,52540
hs	_gap_,46689
hs	_gap_,49299,_gap_
hs	57863,48403,_gap_
hs	54648
hs	_gap_,143113
hs	49265,_gap_,49265
hs	54791,54791
hs	_gap_,49299,_gap_
hs	52540
hs	48726,48726
hs	47473
hs	53686
hs	103473
hs	54631,54631
hs	57302
hs	53474
hs	48726,_gap_
hs	90229
hs	56112
hs	101288,50156
hs	52080
hs	47323
hs	53774,48403
hs	52540
hs	47459,55785,_gap_,55785,_gap_
hs	54928
hs	81321
hs	81321
hs	54791,54791,_gap_,54791
hs	48726,48726,48726,48726
hs	49899,_gap_
hs	46689
hs	52540
hs	48371
hs	53784
hs	54768
hs	_gap_,144284
hs	64356
hs	57184,56112,_gap_
hs	49879
hs	54768,_gap_
hs	57184,57610
hs	47576,143575,_gap_
hs	_gap_,54791
hs	_gap_,46689
hs	56112
hs	57850,57845,_gap_
hs	54631,54631
hs	101288,50156
hs	_gap_,57716,48508
hs	48726,48726,48726,_gap_
hs	_gap_,54928
hs	_gap_,56300
hs	54452,48726,_gap_
hs	47769,47769,50729,_gap_
hs	64356,_gap_
hs	_gap_,48264
hs	_gap_,57535,57535,53822,_gap_
hs	81321
hs	52540
hs	_gap_,55920
hs	_gap_,48065,50729
hs	103506
hs	_gap_,52058
hs	52833,47933
hs	48256
hs	57302,56112
hs	54928
hs	_gap_,52058,48726,_gap_
hs	48726
hs	_gap_,56112,_gap_
hs	48726,48726,48726
hs	81321
hs	48726,48726,48726
hs	_gap_,48452
hs	56300
hs	_gap_,46689
hs	81631
hs	48452
hs	56300
hs	_gap_,53686
hs	54791,54791,_gap_,54791
hs	49899
hs	54791,54791,_gap_,54791
hs	57770
hs	64356
hs	_gap_,57716
hs	_gap_,51735
hs	48256
hs	_gap_,64593,_gap_
hs	47473
hs	54648
hs	52540,_gap_
hs	48726,48726,_gap_
hs	50978
hs	_gap_,56645
hs	48726,48726,_gap_
hs	64356
hs	52058
hs	_gap_,54791
hs	53474
hs	54631,54631
hs	56112,_gap_
hs	_gap_,49265,49265
hs	52540,_gap_
hs	53686
hs	52058
hs	57302
hs	48726
hs	_gap_,90193
hs	64593,_gap_
hs	57667,_gap_,57667,57667,_gap_
hs	81321,_gap_
hs	103506
hs	103473
hs	47954
hs	56112
hs	54791,54814
hs	49785,_gap_,56112
hs	54452,48726,_gap_
hs	_gap_,57716,57716
hs	52080,_gap_
hs	160369,_gap_
hs	54160,54160
hs	_gap_,49265,49265,49265,_gap_,49265,49265,49265,_gap_,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,49265,56496
hs	48726,_gap_
hs	_gap_,48371,_gap_,48371,_gap_
hs	47986
hs	55120
hs	48726,48726,48726
hs	55550,158235
hs	103473
hs	109640,_gap_,57667,57667,_gap_,57667,57667,_gap_
hs	56854
hs	49785,_gap_,56112
hs	55753
hs	_gap_,52540,50729,_gap_,57863,48403
hs	51971
hs	_gap_,54695,_gap_,81324,_gap_
hs	49785,_gap_,56112
hs	50978
hs	50978
hs	161070
hs	81383,_gap_,141255
hs	54236,_gap_,101447
hs	53784
hs	64356
hs	_gap_,52833
hs	57850,57845,_gap_,49899
hs	_gap_,48065,50729,50729,_gap_
hs	49899,_gap_
hs	_gap_,47769,_gap_
hs	_gap_,48652
hs	46785,_gap_
hs	57535,53300,50494
hs	46689,_gap_
hs	54452,48726
hs	48726,48726,48726,48726
hs	_gap_,57850,_gap_
hs	49599
hs	81301
hs	49785,_gap_,56112
hs	53335
hs	47986
hs	53720
hs	49899,_gap_
hs	52490,55307
hs	160369,_gap_
hs	_gap_,54928,_gap_,54928,_gap_
hs	117289
hs	49899,57603,_gap_,57196,57196,57196,57196,_gap_,57603,_gap_
hs	_gap_,143113
hs	_gap_,48652,_gap_
hs	_gap_,47769,47769,47769,_gap_
hs	63737
hs	64356,_gap_
hs	_gap_,57535,57535,53822
hs	57184
hs	_gap_,57535,57535,53300,50494
hs	51735,_gap_
hs	81321
hs	54495
hs	_gap_,103473
hs	48726,48726
hs	57889,52799,49562,_gap_,55550,50729
hs	57889,52799,49562,_gap_,55550,50729
hs	48726,48726,48726,48726
hs	_gap_,57535,57535,53300,50494
hs	48726,48726,_gap_
hs	_gap_,57889,48350,_gap_
hs	53383
hs	_gap_,57889,48350,_gap_
hs	_gap_,54928,_gap_,54928,_gap_
hs	_gap_,58038
hs	_gap_,47370,_gap_,47370,_gap_
hs	56112,_gap_
hs	_gap_,50677,52374,_gap_,47323,_gap_
hs	_gap_,48452,_gap_,54928
hs	_gap_,50044
hs	56112
hs	_gap_,52113,_gap_,46689,_gap_,46689,_gap_
hs	53335
hs	_gap_,64593,64593,46579,64593,_gap_
hs	46934
hs	109640,_gap_,57667,57667,_gap_,57667,57667,_gap_
hs	52058
hs	68906,_gap_
hs	103657
hs	64356
hs	53784,53784
hs	48256
hs	55753,55753,_gap_
hs	46785
hs	50729,_gap_
hs	_gap_,47686,_gap_,48239,_gap_,49410,50242
hs	51735
hs	52058
hs	_gap_,47413
hs	_gap_,57535,57535,53822
hs	56300,_gap_
hs	49899,49899
hs	54452,48726,_gap_
hs	81653,_gap_,81660,56784,81665
hs	_gap_,50677,52374,_gap_,47323,_gap_
hs	52490
hs	57667,_gap_
hs	48264
hs	54171,_gap_
hs	103506
hs	_gap_,81698
hs	48256
hs	50156,_gap_
hs	_gap_,50044
hs	46689,_gap_
hs	_gap_,55120
hs	48726,_gap_
hs	56801
hs	48403,_gap_
hs	57863
hs	_gap_,49299,_gap_
hs	_gap_,47686,_gap_,48239,_gap_,49410,50242
hs	_gap_,47769,_gap_
hs	_gap_,52799
hs	46689,_gap_
hs	_gap_,56801
hs	_gap_,58038
hs	_gap_,54768
hs	56104
hs	_gap_,57716,48508
hs	_gap_,55785
hs	53335
hs	48726,48726,48726,48726
hs	103473
hs	48403
hs	55811
hs	47986
hs	52540
hs	109640,57667,57667,_gap_,57667,57667,_gap_
hs	_gap_,47769,_gap_,47769,47769,_gap_
hs	_gap_,57716
hs	54236
hs	_gap_,48350
hs	47986
hs	_gap_,57716,_gap_,48508
hs	49599
hs	_gap_,50978
hs	48726,48726
hs	_gap_,53474
hs	46689,_gap_
hs	57845,_gap_,49899
hs	47986,52129
hs	_gap_,57716
hs	_gap_,46785,_gap_
hs	_gap_,49417,_gap_
hs	_gap_,81324
hs	_gap_,48452
hs	54171
hs	54928,_gap_
hs	_gap_,47370,_gap_,47370,_gap_
hs	52080
hs	49785,_gap_,56112
hs	52540
hs	_gap_,57903
hs	_gap_,52799
hs	57850,57845
hs	_gap_,53784
hs	48403,_gap_,47769,47769,_gap_,50729,_gap_
hs	54236,_gap_,101447
hs	57850
hs	54236,_gap_,101447
hs	54631
hs	143113
hs	_gap_,57903
hs	48652,_gap_
hs	50978
hs	47986
hs	56112,_gap_
hs	48726,_gap_
hs	54928,_gap_
hs	56112
hs	48726,_gap_
hs	48652,_gap_
hs	57850,57845
hs	_gap_,57850
hs	_gap_,49299,_gap_
hs	54452,48726,_gap_
hs	47986
hs	_gap_,46579,_gap_
hs	52540,_gap_
hs	_gap_,48726,_gap_,48726,48726,48726,48726,49265,_gap_,48726,49265,48726
hs	_gap_,57903
hs	48726,48726,48726
hs	52058
hs	57535,53300,50494
hs	81321,_gap_
hs	46689,_gap_
hs	55811
hs	_gap_,57535,53822,_gap_
hs	48726,48726,48726,_gap_
hs	48403,_gap_
hs	_gap_,48452
hs	_gap_,54928,_gap_
hs	52490
hs	53448
hs	54534,_gap_
hs	48256
hs	48726,48726,_gap_
hs	46689,_gap_
hs	52540
hs	_gap_,103657,_gap_,57889,48350,_gap_
hs	160369
hs	103657
hs	48726
hs	55920
hs	52540
hs	53955
hs	_gap_,52058
hs	_gap_,56204,_gap_
hs	47323,47060
hs	47954,_gap_
hs	47986,52540,_gap_,50978,50978
hs	103506
hs	56747
hs	57850,57845,_gap_,49899
hs	_gap_,47370,_gap_,47370,_gap_
hs	_gap_,57716,57716,_gap_
hs	81321,_gap_
hs	_gap_,57535,57535,53300,50494
hs	57716,57716,_gap_,57716,57716
hs	_gap_,47686,_gap_,48239,_gap_,49410,50242
hs	51045,_gap_,50729
hs	81338
hs	53686
hs	53784
hs	52799
hs	48403
hs	81321
hs	57850,57845,_gap_,49899
hs	47986
hs	160369,_gap_
hs	47986
hs	_gap_,52540
hs	50978,_gap_,54001,53098
hs	_gap_,50677,52374,_gap_,47323,_gap_
hs	53335
hs	_gap_,55856
hs	53335
hs	56655
hs	48403,_gap_
hs	53955
hs	54452,48726
hs	53187
hs	_gap_,54928,54928,_gap_
hs	52540
hs	47473
hs	46579
hs	51735
hs	48726
hs	53335
hs	57302,_gap_
hs	49879
hs	57667,_gap_,57959,_gap_
hs	53300,50494
hs	_gap_,54695,_gap_,81324,_gap_
hs	54452,48726,_gap_
hs	56300
hs	63737,55486,48371
hs	51971,54373
hs	53955
hs	54452,48726,_gap_
hs	103473
hs	46689
hs	_gap_,109640,_gap_,57667,57667,57667
hs	46689,_gap_
hs	46689,_gap_
hs	56112
hs	50729,_gap_
hs	48726
hs	56436
hs	53335
hs	49879
hs	52540
hs	_gap_,50911,_gap_
hs	57845,_gap_,49899
hs	47769,47769,50729,_gap_
hs	46689,_gap_
hs	160369
hs	_gap_,57667,57667,_gap_,57667
hs	81338
hs	46689,_gap_
hs	_gap_,54928,_gap_
hs	_gap_,49299,_gap_
hs	53774,48403
hs	_gap_,46934,54713
hs	49899,_gap_
hs	50729,_gap_
hs	_gap_,55856
hs	_gap_,56112
hs	57716,57716,57716,57716
hs	_gap_,55920,46785
