id	level	description
PF09365	Pfam	Conserved hypothetical protein (DUF2461)
PF09366	Pfam	Protein of unknown function (DUF1997)
PF09367	Pfam	CpeS-like protein
PF09368	Pfam	Sas10 C-terminal domain
PF09369	Pfam	Domain of unknown function (DUF1998)
PF09370	Pfam	TIM-barrel signal transduction protein
PF09371	Pfam	Tex-like protein N-terminal domain
PF09372	Pfam	PRANC domain
PF09373	Pfam	Pseudomurein-binding repeat
PF09374	Pfam	Predicted Peptidoglycan domain
PF09375	Pfam	Imelysin
PF09376	Pfam	NurA domain
PF09377	Pfam	SBDS protein C-terminal domain
PF09378	Pfam	HAS barrel domain
PF09379	Pfam	FERM N-terminal domain 
PF09380	Pfam	FERM C-terminal PH-like domain
PF09381	Pfam	Outer membrane protein G (OmpG)
PF09382	Pfam	RQC domain
PF09383	Pfam	NIL domain
PF09384	Pfam	UTP15 C terminal
PF09385	Pfam	Histidine kinase N terminal
PF09386	Pfam	Antitoxin ParD
PF09387	Pfam	Mitochondrial RNA binding protein MRP
PF09388	Pfam	Spo0E like sporulation regulatory protein
PF09390	Pfam	Protein of unknown function (DUF1999)
PF09391	Pfam	Protein of unknown function (DUF2000)
PF09392	Pfam	Type III secretion needle MxiH like
PF09393	Pfam	Protein of unknown function (DUF2001)
PF09394	Pfam	Chagasin family peptidase inhibitor I42
PF09396	Pfam	Thrombin light chain
PF09397	Pfam	Ftsk gamma domain
PF09398	Pfam	FOP N terminal dimerisation domain
PF09399	Pfam	SARS lipid binding protein
PF09400	Pfam	Protein of unknown function (DUF2002)
PF09401	Pfam	RNA synthesis protein NSP10
PF09402	Pfam	Man1-Src1p-C-terminal domain
PF09403	Pfam	Adhesion protein FadA
PF09404	Pfam	Eukaryotic protein of unknown function (DUF2003)
PF09405	Pfam	CASC3/Barentsz eIF4AIII binding
PF09406	Pfam	Protein of unknown function (DUF2004)
PF09407	Pfam	Protein of unknown function (DUF2005)
PF09408	Pfam	Spike receptor binding domain
PF09409	Pfam	PUB domain
PF09411	Pfam	Lipid A 3-O-deacylase (PagL)
PF09412	Pfam	Endoribonuclease XendoU
PF09413	Pfam	Domain of unknown function (DUF2007)
PF09414	Pfam	RNA ligase
PF09415	Pfam	CENP-S associating Centromere protein X
PF09416	Pfam	RNA helicase (UPF2 interacting domain)
PF09418	Pfam	Protein of unknown function (DUF2009)
PF09419	Pfam	Mitochondrial PGP phosphatase
PF09420	Pfam	Ribosome biogenesis protein Nop16
PF09421	Pfam	Frequency clock protein
PF09422	Pfam	WTX protein
PF09423	Pfam	PhoD-like phosphatase
PF09424	Pfam	Yqey-like protein
PF09425	Pfam	Divergent CCT motif
PF09426	Pfam	Vacuolar R-SNARE Nyv1 N terminal
PF09427	Pfam	Domain of unknown function (DUF2014) 
PF09428	Pfam	Fungal protein of unknown function (DUF2011)
PF09429	Pfam	WW domain binding protein 11
PF09430	Pfam	Protein of unknown function (DUF2012)
PF09431	Pfam	Protein of unknown function (DUF2013)
PF09432	Pfam	Tho complex subunit THP2
PF09435	Pfam	Fungal protein of unknown function (DUF2015)
PF09436	Pfam	Domain of unknown function (DUF2016)
PF09437	Pfam	Pombe specific 5TM protein
PF09438	Pfam	Domain of unknown function (DUF2017)
PF09439	Pfam	Signal recognition particle receptor beta subunit
PF09440	Pfam	eIF3 subunit 6 N terminal domain
PF09441	Pfam	ARS binding protein 2
PF09442	Pfam	Domain of unknown function (DUF2018)
PF09443	Pfam	Cripto_Frl-1_Cryptic (CFC)
PF09444	Pfam	MRC1-like domain
PF09445	Pfam	RNA cap guanine-N2 methyltransferase
PF09446	Pfam	VMA21-like domain
PF09447	Pfam	Cnl2/NKP2 family protein
PF09448	Pfam	Methylmuconolactone methyl-isomerase 
PF09449	Pfam	Domain of unknown function (DUF2020)
PF09450	Pfam	Domain of unknown function (DUF2019)
PF09451	Pfam	Autophagy-related protein 27
PF09452	Pfam	ESCRT-I subunit Mvb12
PF09453	Pfam	HIRA B motif
PF09454	Pfam	Vps23 core domain
PF09455	Pfam	CRISPR-associated (Cas) DxTHG family
PF09456	Pfam	RcsC Alpha-Beta-Loop (ABL)
PF09457	Pfam	FIP domain 
PF09458	Pfam	H-type lectin domain
PF09459	Pfam	Ethylbenzene dehydrogenase
PF09460	Pfam	Saf-pilin pilus formation protein
PF09461	Pfam	Phytotoxin PcF protein
PF09462	Pfam	Mus7/MMS22 family
PF09463	Pfam	Opy2 protein
PF09465	Pfam	Lamin-B receptor of TUDOR domain
PF09466	Pfam	Hypothetical protein Yqai
PF09467	Pfam	Hypothetical protein Yopt
PF09468	Pfam	Ydr279p protein family (RNase H2 complex component)
PF09469	Pfam	Cordon-bleu ubiquitin-like domain
PF09470	Pfam	Telethonin protein
PF09471	Pfam	IgA Peptidase M64
PF09472	Pfam	Tetrahydromethanopterin S-methyltransferase, F subunit (MtrF)
PF09474	Pfam	Type III secretion system YscX (type_III_YscX)
PF09475	Pfam	Dot/Icm secretion system protein (dot_icm_IcmQ)
PF09476	Pfam	Pilus biogenesis CpaD protein (pilus_cpaD)
PF09477	Pfam	Bacterial type II secretion system chaperone protein (type_III_yscG)
PF09478	Pfam	Carbohydrate binding domain CBM49
PF09479	Pfam	Listeria-Bacteroides repeat domain (List_Bact_rpt)
PF09480	Pfam	Type III secretion system protein PrgH-EprH (PrgH)
PF09481	Pfam	CRISPR-associated protein Cse1 (CRISPR_cse1)
PF09482	Pfam	Bacterial type III secretion apparatus protein (OrgA_MxiK)
PF09483	Pfam	Type III secretion protein (HpaP)
PF09484	Pfam	CRISPR-associated protein TM1802 (cas_TM1802)
PF09485	Pfam	CRISPR-associated protein Cse2 (CRISPR_cse2)
PF09486	Pfam	Bacterial type III secretion protein (HrpB7)
PF09487	Pfam	Bacterial type III secretion protein (HrpB2)
PF09488	Pfam	Mannosyl-3-phosphoglycerate synthase (osmo_MPGsynth)
PF09489	Pfam	Probable cobalt transporter subunit (CbtB)
PF09490	Pfam	Probable cobalt transporter subunit (CbtA)
PF09491	Pfam	AlwI restriction endonuclease
PF09492	Pfam	Pectic acid lyase
PF09493	Pfam	Tryptophan-rich protein (DUF2389)
PF09494	Pfam	Slx4 endonuclease
PF09495	Pfam	Protein of unknown function (DUF2462)
PF09496	Pfam	Cenp-O kinetochore centromere component
PF09497	Pfam	Transcription mediator complex subunit Med12
PF09498	Pfam	Protein of unknown function (DUF2388)
PF09499	Pfam	ApaLI-like restriction endonuclease
PF09500	Pfam	Putative thioesterase (yiiD_Cterm)
PF09501	Pfam	Probable sporulation protein (Bac_small_yrzI)
PF09502	Pfam	Bacterial type III secretion protein (HrpB4)
PF09504	Pfam	Bsp6I restriction endonuclease
PF09505	Pfam	Dimethylamine methyltransferase (Dimeth_PyL)
PF09506	Pfam	Glucosylglycerol-phosphate phosphatase (Salt_tol_Pase)
PF09508	Pfam	Lacto-N-biose phosphorylase
PF09507	Pfam	DNA polymerase subunit Cdc27
PF09509	Pfam	Protein of unknown function (Hypoth_ymh)
PF09510	Pfam	Rtt102p-like transcription regulator protein
PF09511	Pfam	RNA ligase
PF09512	Pfam	Thiamine-precursor transporter protein (ThiW)
PF09514	Pfam	SSXRD motif
PF09515	Pfam	Thiamine transporter protein (Thia_YuaJ)
PF09516	Pfam	CfrBI restriction endonuclease
PF09517	Pfam	Eco29kI restriction endonuclease
PF09518	Pfam	HindIII restriction endonuclease
PF09519	Pfam	HindVP restriction endonuclease
PF09520	Pfam	Type II restriction endonuclease, TdeIII
PF09521	Pfam	NgoPII restriction endonuclease
PF09522	Pfam	R.Pab1 restriction endonuclease
PF09523	Pfam	Protein of unknown function (DUF2390)
PF09524	Pfam	Conserved phage C-terminus (Phg_2220_C)
PF09526	Pfam	Probable metal-binding protein (DUF2387)
PF09527	Pfam	Putative F0F1-ATPase subunit (ATPase_gene1)
PF09528	Pfam	Ehrlichia tandem repeat (Ehrlichia_rpt)
PF09529	Pfam	Integral membrane protein (intg_mem_TP0381)
PF09531	Pfam	Nucleoporin protein Ndc1-Nup
PF09532	Pfam	FDF domain
PF09533	Pfam	Predicted lipoprotein of unknown function (DUF2380)
PF09534	Pfam	Tryptophan-associated transmembrane protein (Trp_oprn_chp)
PF09535	Pfam	Protein of unknown function (Gmx_para_CXXCG)
PF09536	Pfam	Protein of unknown function (DUF2378)
PF09537	Pfam	Domain of unknown function (DUF2383)
PF09538	Pfam	Protein of unknown function (FYDLN_acid)
PF09539	Pfam	Protein of unknown function (DUF2385)
PF09543	Pfam	Protein of unknown function (DUF2379)
PF09544	Pfam	Protein of unknown function (DUF2381)
PF09545	Pfam	AccI restriction endonuclease
PF09546	Pfam	Stage III sporulation protein AE (spore_III_AE)
PF09547	Pfam	Stage IV sporulation protein A (spore_IV_A)
PF09548	Pfam	Stage III sporulation protein AB (spore_III_AB)
PF09549	Pfam	Bpu10I restriction endonuclease
PF09550	Pfam	Conserved hypothetical phage protein (DUF2376)
PF09551	Pfam	Stage II sporulation protein R (spore_II_R)
PF09552	Pfam	BstXI restriction endonuclease
PF09553	Pfam	Eco47II restriction endonuclease
PF09554	Pfam	HaeII restriction endonuclease
PF09556	Pfam	HaeIII restriction endonuclease
PF09557	Pfam	Domain of unknown function (DUF2382)
PF09558	Pfam	Protein of unknown function (DUF2375)
PF09559	Pfam	Cas6 Crispr
PF09560	Pfam	Sporulation protein YunB (Spo_YunB)
PF09561	Pfam	HpaII restriction endonuclease
PF09562	Pfam	LlaMI restriction endonuclease
PF09563	Pfam	LlaJI restriction endonuclease
PF09564	Pfam	NgoBV restriction endonuclease
PF09565	Pfam	NgoFVII restriction endonuclease
PF09566	Pfam	SacI restriction endonuclease
PF09567	Pfam	MamI restriction endonuclease
PF09568	Pfam	MjaI restriction endonuclease
PF09569	Pfam	ScaI restriction endonuclease
PF09570	Pfam	SinI restriction endonuclease
PF09571	Pfam	XcyI restriction endonuclease
PF09572	Pfam	XamI restriction endonuclease
PF09573	Pfam	TaqI restriction endonuclease
PF09574	Pfam	Protein  of unknown function (Duf2374)
PF09575	Pfam	Small spore protein J (Spore_SspJ)
PF09577	Pfam	Sporulation protein YpjB (SpoYpjB)
PF09578	Pfam	Spore cortex protein YabQ (Spore_YabQ)
PF09579	Pfam	Sporulation protein YtfJ (Spore_YtfJ)
PF09580	Pfam	Sporulation lipoprotein YhcN/YlaJ (Spore_YhcN_YlaJ)
PF09581	Pfam	Stage III sporulation protein AF (Spore_III_AF)
PF09582	Pfam	Iron only nitrogenase protein AnfO (AnfO_nitrog)
PF09583	Pfam	Phage shock protein G (Phageshock_PspG)
PF09584	Pfam	Phage shock protein PspD (Phageshock_PspD)
PF09585	Pfam	Conserved hypothetical protein (Lin0512_fam)
PF09586	Pfam	Bacterial membrane protein YfhO
PF09587	Pfam	Bacterial capsule synthesis protein PGA_cap
PF09588	Pfam	YqaJ-like viral recombinase domain
PF09589	Pfam	HrpA pilus formation protein
PF09590	Pfam	Lentivirus surface glycoprotein
PF09591	Pfam	Protein of unknown function (DUF2463)
PF09592	Pfam	Protein of unknown function (DUF2031)
PF09593	Pfam	Beta-satellite pathogenicity beta C1 protein
PF09594	Pfam	Protein of unknown function (DUF2029)
PF09595	Pfam	Metaviral_G glycoprotein
PF09596	Pfam	MamL-1 domain
PF09597	Pfam	IGR protein motif
PF09598	Pfam	Stm1
PF09599	Pfam	Salmonella-Shigella invasin protein C (IpaC_SipC)
PF09600	Pfam	Cyd operon protein YbgE (Cyd_oper_YbgE)
PF09601	Pfam	Protein of unknown function (DUF2459)
PF09602	Pfam	Polyhydroxyalkanoic acid inclusion protein (PhaP_Bmeg)
PF09603	Pfam	Fibrobacter succinogenes major domain (Fib_succ_major)
PF09604	Pfam	F subunit of K+-transporting ATPase (Potass_KdpF)
PF09605	Pfam	Hypothetical bacterial integral membrane protein (Trep_Strep)
PF09606	Pfam	ARC105 or Med15 subunit of Mediator complex non-fungal
PF09607	Pfam	Brinker DNA-binding domain
PF09608	Pfam	Putative transmembrane protein (Alph_Pro_TM)
PF09609	Pfam	CRISPR-associated protein, GSU0054 family (Cas_GSU0054)
PF09610	Pfam	Mycoplasma virulence signal region (Myco_arth_vir_N)
PF09611	Pfam	CRISPR-associated protein (Cas_Csy1)
PF09612	Pfam	Bacterial protein of unknown function (HtrL_YibB)
PF09613	Pfam	Bacterial type III secretion protein (HrpB1_HrpK)
PF09614	Pfam	CRISPR-associated protein (Cas_Csy2)
PF09615	Pfam	CRISPR-associated protein (Cas_Csy3)
PF09617	Pfam	CRISPR-associated protein GSU0053 (Cas_GSU0053)
PF09618	Pfam	CRISPR-associated protein (Cas_Csy4)
PF09619	Pfam	Type III secretion system lipoprotein chaperone (YscW)
PF09620	Pfam	CRISPR-associated protein (Cas_csx3)
PF09621	Pfam	Type III secretion system regulator (LcrR)
PF09622	Pfam	Putative integral membrane protein (DUF2391)
PF09623	Pfam	CRISPR-associated protein NE0113 (Cas_NE0113)
PF09624	Pfam	Protein of unknown function (DUF2393)
PF09625	Pfam	VP9 protein
PF09626	Pfam	Dihaem cytochrome c
PF09627	Pfam	PrgU-like protein
PF09628	Pfam	YvfG protein
PF09629	Pfam	YorP protein
PF09630	Pfam	Domain of unknown function (DUF2024)
PF09631	Pfam	Sen15 protein
PF09632	Pfam	Rac1-binding domain
PF09633	Pfam	Protein of unknown function (DUF2023)
PF09634	Pfam	Protein of unknown function (DUF2025)
PF09635	Pfam	MetRS-N binding domain
PF09636	Pfam	XkdW protein
PF09637	Pfam	Med18 protein
PF09638	Pfam	Ph1570 protein
PF09639	Pfam	YjcQ protein
PF09640	Pfam	Domain of unknown function (DUF2027)
PF09641	Pfam	Protein of unknown function (DUF2026)
PF09642	Pfam	YonK protein
PF09643	Pfam	YopX protein
PF09644	Pfam	Mg296 protein
PF09645	Pfam	F-112 protein
PF09646	Pfam	Gp37 protein
PF09648	Pfam	YycH protein
PF09649	Pfam	Histone chaperone domain CHZ
PF09650	Pfam	Putative polyhydroxyalkanoic acid system protein (PHA_gran_rgn)
PF09651	Pfam	CRISPR-associated protein (Cas_APE2256)
PF09652	Pfam	Putative CRISPR-associated protein (Cas_VVA1548)
PF09654	Pfam	Protein of unknown function (DUF2396)
PF09655	Pfam	Conserved nitrate reductase-associated protein (Nitr_red_assoc)
PF09656	Pfam	Putative transmembrane protein (PGPGW)
PF09657	Pfam	CRISPR-associated protein Csx8 (Cas_Csx8)
PF09658	Pfam	CRISPR-associated protein (Cas_Csx9)
PF09659	Pfam	CRISPR-associated protein (Cas_Csm6)
PF09660	Pfam	Protein of unknown function (DUF2397)
PF09661	Pfam	Protein of unknown function (DUF2398)
PF09662	Pfam	Phenylphosphate carboxylase gamma subunit (Phenyl_P_gamma)
PF09663	Pfam	Amidohydrolase ring-opening protein (Amido_AtzD_TrzD)
PF09664	Pfam	Protein of unknown function C-terminus (DUF2399)
PF09665	Pfam	Type II restriction endonuclease (RE_Alw26IDE)
PF09666	Pfam	Sororin protein
PF09667	Pfam	Domain of unknown function (DUF2028)
PF09668	Pfam	Aspartyl protease
PF09669	Pfam	Phage regulatory protein Rha (Phage_pRha)
PF09670	Pfam	CRISPR-associated protein (Cas_Cas02710)
PF09671	Pfam	Spore coat protein (Spore_GerQ)
PF09673	Pfam	Type-F conjugative transfer system pilin assembly protein
PF09674	Pfam	Protein of unknown function (DUF2400)
PF09675	Pfam	Chlamydia-phage Chp2 scaffold (Chlamy_scaf)
PF09676	Pfam	Type IV conjugative transfer system lipoprotein (TraV)
PF09677	Pfam	Type-F conjugative transfer system protein (TrbI_Ftype)
PF09678	Pfam	Cytochrome c oxidase caa3 assembly factor (Caa3_CtaG)
PF09679	Pfam	Type-F conjugative transfer system pilin chaperone (TraQ)
PF09680	Pfam	Protein of unknown function (Tiny_TM_bacill)
PF09681	Pfam	N-terminal phage replisome organiser (Phage_rep_org_N)
PF09682	Pfam	Phage holin protein (Holin_LLH)
PF09683	Pfam	Bacteriocin (Lactococcin_972)
PF09684	Pfam	Phage tail protein (Tail_P2_I)
PF09685	Pfam	Tic20-like protein
PF09686	Pfam	Plasmid protein of unknown function (Plasmid_RAQPRD)
PF09687	Pfam	Plasmodium RESA N-terminal
PF09688	Pfam	Protein of unknown function (Wx5_PLAF3D7)
PF09689	Pfam	Plasmodium yoelii repeat (PY_rept_46)
PF09690	Pfam	Plasmodium yoelii subtelomeric region (PYST-C1)
PF09691	Pfam	Bacterial chaperone lipoprotein (PulS_OutS)
PF09692	Pfam	Argonaute siRNA chaperone (ARC) complex subunit Arb1
PF09693	Pfam	Phage uncharacterised protein (Phage_XkdX)
PF09694	Pfam	Bacterial protein of unknown function (Gcw_chp)
PF09695	Pfam	Bacterial protein of unknown function (YtfJ_HI0045)
PF09696	Pfam	Ctf8
PF09697	Pfam	Protein of unknown function (Porph_ging)
PF09698	Pfam	Geobacter CxxxxCH...CXXCH motif (GSu_C4xC__C2xCH)
PF09699	Pfam	Doubled CXXCH motif (Paired_CXXCH_1)
PF09700	Pfam	CRISPR-associated protein (Cas_Cmr3)
PF09701	Pfam	CRISPR-associated protein (Cas_Cmr5)
PF09702	Pfam	CRISPR-associated protein (Cas_Csa5)
PF09703	Pfam	CRISPR-associated protein (Cas_Csa4)
PF09704	Pfam	CRISPR-associated protein (Cas_Cas5)
PF09706	Pfam	CRISPR-associated protein (Cas_CXXC_CXXC)
PF09707	Pfam	CRISPR-associated protein (Cas_Cas2CT1978)
PF09709	Pfam	CRISPR-associated protein (Cas_Csd1)
PF09710	Pfam	Treponema clustered lipoprotein (Trep_dent_lipo)
PF09711	Pfam	CRISPR-associated protein (Cas_Csn2)
PF09712	Pfam	Poly(R)-hydroxyalkanoic acid synthase subunit (PHA_synth_III_E)
PF09713	Pfam	Plant protein 1589 of unknown function (A_thal_3526)
PF09715	Pfam	Plasmodium protein of unknown function (Plasmod_dom_1)
PF09716	Pfam	Malarial early transcribed membrane protein (ETRAMP)
PF09717	Pfam	Plasmodium falciparum domain of unknown function (CPW_WPC)
PF09718	Pfam	Lambda phage tail tape-measure protein (Tape_meas_lam_C)
PF09719	Pfam	Putative redox-active protein (C_GCAxxG_C_C)
PF09720	Pfam	Putative addiction module component
PF09721	Pfam	Transmembrane exosortase (Exosortase_EpsH)
PF09722	Pfam	Protein of unknown function (DUF2384)
PF09723	Pfam	Zinc ribbon domain
PF09724	Pfam	Uncharacterized conserved protein (DUF2036)
PF09725	Pfam	Folate-sensitive fragile site protein Fra10Ac1
PF09726	Pfam	Transmembrane protein
PF09727	Pfam	Cortactin-binding protein-2
PF09728	Pfam	Myosin-like coiled-coil protein
PF09729	Pfam	Gti1/Pac2 family
PF09730	Pfam	Microtubule-associated protein Bicaudal-D
PF09731	Pfam	Mitochondrial inner membrane protein
PF09732	Pfam	Cactus-binding C-terminus of cactin protein
PF09733	Pfam	VEFS-Box of polycomb protein
PF09734	Pfam	RNA polymerase III transcription factor (TF)IIIC subunit
PF09735	Pfam	Membrane-associated apoptosis protein
PF09736	Pfam	Pre-mRNA-splicing factor of RES complex
PF09737	Pfam	De-etiolated protein 1 Det1
PF09738	Pfam	Double stranded RNA binding protein (DUF2051)
PF09739	Pfam	Mini-chromosome maintenance replisome factor
PF09740	Pfam	Uncharacterized conserved protein (DUF2043)
PF09741	Pfam	Uncharacterized conserved protein (DUF2045)
PF09742	Pfam	Dyggve-Melchior-Clausen syndrome protein
PF09743	Pfam	Uncharacterized conserved protein (DUF2042)
PF09744	Pfam	JNK_SAPK-associated protein-1
PF09745	Pfam	Coiled-coil domain-containing protein 55 (DUF2040)
PF09746	Pfam	Tumour-associated protein
PF09747	Pfam	Coiled-coil domain containing protein (DUF2052)
PF09748	Pfam	Transcription factor subunit Med10 of Mediator complex
PF09749	Pfam	Uncharacterised conserved protein
PF09750	Pfam	Alternative splicing regulator  
PF09751	Pfam	Nuclear protein Es2
PF09752	Pfam	Uncharacterized conserved protein (DUF2048)
PF09753	Pfam	Membrane fusion protein Use1
PF09754	Pfam	PAC2 family
PF09755	Pfam	Uncharacterized conserved protein H4 (DUF2046)
PF09756	Pfam	DDRGK domain
PF09757	Pfam	Arb2 domain
PF09758	Pfam	Uncharacterised conserved protein
PF09759	Pfam	Spinocerebellar ataxia type 10 protein domain
PF09762	Pfam	Coiled-coil domain-containing protein (DUF2037)
PF09763	Pfam	Exocyst complex component Sec3
PF09764	Pfam	N-terminal glutamine amidase
PF09765	Pfam	WD-repeat region
PF09766	Pfam	Fms-interacting protein
PF09767	Pfam	Predicted membrane protein (DUF2053)
PF09768	Pfam	Peptidase M76 family
PF09769	Pfam	Apolipoprotein O
PF09770	Pfam	Topoisomerase II-associated protein PAT1
PF09771	Pfam	Transmembrane protein 188
PF09772	Pfam	Transmembrane protein 26
PF09773	Pfam	Meckelin (Transmembrane protein 67)
PF09774	Pfam	Caffeine-induced death protein 2
PF09775	Pfam	Keratinocyte-associated protein 2
PF09776	Pfam	Mitochondrial ribosomal protein L55
PF09777	Pfam	Osteopetrosis-associated transmembrane protein 1 precursor
PF09778	Pfam	Guanylylate cyclase
PF09779	Pfam	Ima1 N-terminal domain
PF09781	Pfam	NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit
PF09782	Pfam	NADH:ubiquinone oxidoreductase, NDUFB6/B17 subunit
PF09783	Pfam	Vacuolar import and degradation protein
PF09784	Pfam	Mitochondrial ribosomal protein L31
PF09785	Pfam	Prp31 C terminal domain
PF09786	Pfam	Cytochrome B561, N terminal
PF09787	Pfam	Golgin subfamily A member 5
PF09788	Pfam	Transmembrane protein 55A
PF09789	Pfam	Uncharacterized coiled-coil protein (DUF2353)
PF09790	Pfam	Hyccin
PF09791	Pfam	Oxidoreductase-like protein, N-terminal
PF09792	Pfam	Ubiquitin 3 binding protein But2 C-terminal domain
PF09793	Pfam	Anticodon-binding domain
PF09794	Pfam	Transport protein Avl9
PF09795	Pfam	Autophagy-related protein 31
PF09796	Pfam	Ubiquinol-cytochrome-c reductase complex subunit (QCR10)
PF09797	Pfam	N-acetyltransferase B complex (NatB) non catalytic subunit
PF09798	Pfam	DNA damage checkpoint protein
PF09799	Pfam	Predicted membrane protein
PF09801	Pfam	Integral membrane protein S linking to the trans Golgi network
PF09802	Pfam	Preprotein translocase subunit Sec66
PF09803	Pfam	Uncharacterized conserved protein (DUF2346)
PF09804	Pfam	Uncharacterized conserved protein (DUF2347)
PF09805	Pfam	Nucleolar protein 12 (25kDa)
PF09806	Pfam	Cyclin-dependent kinase 2-associated protein
PF09807	Pfam	Uncharacterized conserved protein (DUF2348)
PF09808	Pfam	Small nuclear RNA activating complex (SNAPc), subunit SNAP43
PF09809	Pfam	Mitochondrial ribosomal protein L27
PF09810	Pfam	Exonuclease V - a 5' deoxyribonuclease
PF09811	Pfam	Essential protein Yae1, N terminal
PF09812	Pfam	Mitochondrial ribosomal protein L28
PF09813	Pfam	Coiled-coil domain-containing protein 56
PF09814	Pfam	HECT-like Ubiquitin-conjugating enzyme (E2)-binding
PF09815	Pfam	XK-related protein
PF09816	Pfam	RNA polymerase II transcription elongation factor
PF09817	Pfam	Uncharacterized conserved protein (DUF2352)
PF09818	Pfam	Predicted ATPase of the ABC class
PF09819	Pfam	ABC-type cobalt transport system, permease component
PF09820	Pfam	Predicted AAA-ATPase
PF09821	Pfam	C-terminal AAA-associated domain
PF09822	Pfam	ABC-type uncharacterized transport system
PF09823	Pfam	Domain of unknown function (DUF2357)
PF09824	Pfam	ArsR transcriptional regulator
PF09825	Pfam	Biotin-protein ligase, N terminal
PF09826	Pfam	Beta propeller domain
PF09827	Pfam	CRISPR associated protein Cas2
PF09828	Pfam	Chromate resistance exported protein
PF09829	Pfam	Uncharacterized protein conserved in bacteria (DUF2057)
PF09830	Pfam	ATP adenylyltransferase
PF09831	Pfam	Uncharacterized protein conserved in bacteria (DUF2058)
PF09832	Pfam	Uncharacterized protein conserved in bacteria (DUF2059)
PF09834	Pfam	Predicted membrane protein (DUF2061)
PF09835	Pfam	Uncharacterized protein conserved in bacteria (DUF2062)
PF09836	Pfam	Uncharacterized protein conserved in bacteria (DUF2063)
PF09837	Pfam	Uncharacterized protein conserved in bacteria (DUF2064)
PF09838	Pfam	Uncharacterized protein conserved in bacteria (DUF2065)
PF09839	Pfam	Uncharacterized protein conserved in bacteria (DUF2066)
PF09840	Pfam	Uncharacterized protein conserved in archaea (DUF2067)
PF09842	Pfam	Predicted membrane protein (DUF2069)
PF09843	Pfam	Predicted membrane protein (DUF2070)
PF09844	Pfam	Uncharacterized conserved protein (COG2071)
PF09845	Pfam	Zn-ribbon containing protein (DUF2072)
PF09846	Pfam	Uncharacterized protein conserved in archaea (DUF2073)
PF09847	Pfam	Predicted permease (DUF2074)
PF09848	Pfam	Uncharacterized conserved protein (DUF2075)
PF09849	Pfam	Uncharacterized protein conserved in bacteria (DUF2076)
PF09850	Pfam	Uncharacterized protein conserved in bacteria (DUF2077)
PF09851	Pfam	Short C-terminal domain
PF09852	Pfam	Predicted membrane protein (DUF2079)
PF09853	Pfam	Putative transposon-encoded protein (DUF2080)
PF09855	Pfam	Nucleic-acid-binding protein containing Zn-ribbon domain (DUF2082)
PF09856	Pfam	Predicted transcriptional regulator (DUF2083)
PF09857	Pfam	Uncharacterized protein conserved in bacteria (DUF2084)
PF09858	Pfam	Predicted membrane protein (DUF2085)
PF09859	Pfam	Oxygenase, catalysing oxidative methylation of damaged DNA
PF09860	Pfam	Uncharacterized protein conserved in bacteria (DUF2087)
PF09861	Pfam	Domain of unknown function (DUF2088)
PF09862	Pfam	Protein of unknown function (DUF2089)
PF09863	Pfam	Uncharacterized protein conserved in bacteria (DUF2090)
PF09864	Pfam	Membrane-bound lysozyme-inhibitor of c-type lysozyme
PF09865	Pfam	Predicted periplasmic protein (DUF2092)
PF09866	Pfam	Uncharacterized protein conserved in bacteria (DUF2093)
PF09867	Pfam	Uncharacterized protein conserved in bacteria (DUF2094)
PF09868	Pfam	Uncharacterized protein conserved in archaea (DUF2095)
PF09869	Pfam	Uncharacterized protein conserved in archaea (DUF2096)
PF09870	Pfam	Uncharacterized protein conserved in archaea (DUF2097)
PF09871	Pfam	Uncharacterized protein conserved in archaea (DUF2098)
PF09872	Pfam	Uncharacterized protein conserved in archaea (DUF2099)
PF09873	Pfam	Uncharacterized protein conserved in archaea (DUF2100)
PF09874	Pfam	Predicted membrane protein (DUF2101)
PF09875	Pfam	Uncharacterized protein conserved in archaea (DUF2102)
PF09876	Pfam	Predicted metal-binding protein (DUF2103)
PF09877	Pfam	Predicted membrane protein (DUF2104)
PF09878	Pfam	Predicted membrane protein (DUF2105)
PF09879	Pfam	Predicted membrane protein (DUF2106)
PF09880	Pfam	Predicted membrane protein (DUF2107)
PF09881	Pfam	Predicted membrane protein (DUF2108)
PF09882	Pfam	Predicted membrane protein (DUF2109)
PF09883	Pfam	Uncharacterized protein conserved in archaea (DUF2110)
PF09884	Pfam	Uncharacterized protein conserved in archaea (DUF2111)
PF09885	Pfam	Uncharacterized protein conserved in archaea (DUF2112)
PF09886	Pfam	Uncharacterized protein conserved in archaea (DUF2113)
PF09887	Pfam	Uncharacterized protein conserved in archaea (DUF2114)
PF09888	Pfam	Uncharacterized protein conserved in archaea (DUF2115)
PF09889	Pfam	Uncharacterized protein containing a Zn-ribbon (DUF2116)
PF09890	Pfam	Uncharacterized protein conserved in archaea (DUF2117)
PF09891	Pfam	Uncharacterized protein conserved in archaea (DUF2118)
PF09892	Pfam	Uncharacterized protein conserved in archaea (DUF2119)
PF09893	Pfam	Uncharacterized protein conserved in archaea (DUF2120)
PF09894	Pfam	Uncharacterized protein conserved in archaea (DUF2121)
PF09895	Pfam	RecB-family nuclease (DUF2122)
PF09897	Pfam	Uncharacterized protein conserved in archaea (DUF2124)
PF09898	Pfam	Uncharacterized protein conserved in bacteria (DUF2125)
